id,sales
3000888,8.974866375164874
3000889,10.41796131678398
3000890,7.16129037045042
3000891,6.346052620068505
3000892,5.993951650193776
3000893,4.882229893847579
3000894,5.808789293313893
3000895,1.3270457575410888
3000896,1.6654429437209715
3000897,0.5206016591286557
3000898,0.5024102469169622
3000899,0.32649050565236526
3000900,0.23346704596009582
3000901,0.299979276219042
3000902,0.8579870904634741
3000903,0.7996453714384286
3000904,0.22177961256676557
3000905,0.2753143092348262
3000906,0.466413098942257
3000907,0.4066934468597382
3000908,0.48388821304203705
3000909,0.833776046294509
3000910,0.9488667628196618
3000911,0.19892555804596357
3000912,0.3961683846384293
3000913,0.40048727493589065
3000914,0.3288442620374225
3000915,0.17863594927277981
3000916,0.5287816993035659
3000917,0.46345738389535657
3000918,0.39415361349031874
3000919,0.37422011935833366
3000920,0.3690976611125669
3000921,0.3615230611029722
3000922,0.35595787611704605
3000923,4.438536178197674
3000924,4.4871432194918714
3000925,4.643566959470115
3000926,4.562875701504343
3000927,3.2089574799807568
3000928,3.185671216134291
3000929,3.168562409626687
3000930,3.1434916553855023
3000931,3.195005364061882
3000932,3.2470258343553176
3000933,3.186302206967109
3000934,2.9619954900131136
3000935,2.940075555497792
3000936,2.9239706139427764
3000937,2.9003708946043765
3000938,2.9488620191691703
3000939,4.392910126285312
3000940,4.688745587125414
3000941,4.384263280463259
3000942,4.721832458437489
3000943,5.470615981001069
3000944,8.254280437076655
3000945,11.57174533735287
3000946,5.734046786182837
3000947,8.3871858724186
3000948,6.109397825791173
3000949,5.814927813522118
3000950,6.374169204446774
3000951,10.108360193349377
3000952,11.926645236345323
3000953,7.817952153887038
3000954,0.36086756964798283
3000955,0.5214032267754203
3000956,0.4577889633016787
3000957,0.586565313075913
3000958,1.1189455773438175
3000959,1.0322297014231194
3000960,0.5396893522265456
3000961,0.27388939070039287
3000962,0.2073409561400467
3000963,0.4589315780759514
3000964,0.5642861977682274
3000965,1.2963332027509726
3000966,1.4150146108038395
3000967,0.46106345119586956
3000968,0.45890224038176386
3000969,0.27321331094565016
3000970,0.21581807694890814
3000971,0.2080782350945022
3000972,1.045792931037732
3000973,1.4941839003831445
3000974,0.38441583670829876
3000975,0.2338684242980797
3000976,0.08017610296200813
3000977,0.07419997565403275
3000978,0.0698092152275812
3000979,0.14545628134797453
3000980,0.1596970970866024
3000981,0.09994448162785746
3000982,0.08421756555643087
3000983,0.08017610296200813
3000984,0.1712111028997437
3000985,0.16270351891812426
3000986,0.22426527424918108
3000987,0.23948587801178514
3000988,0.19545550851440224
3000989,0.17836298360650293
3000990,0.17397059035242957
3000991,0.16747554043924714
3000992,0.16270351891812426
3000993,0.22003911085417388
3000994,0.23948587801178514
3000995,0.19928059826242392
3000996,0.17836298360650293
3000997,0.17397059035242957
3000998,0.16747554043924714
3000999,0.16270351891812426
3001000,0.22426527424918108
3001001,0.23948587801178514
3001002,0.19545550851440224
3001003,0.17836298360650293
3001004,0.17397059035242957
3001005,0.16747554043924714
3001006,0.16270351891812426
3001007,0.22003911085417388
3001008,0.23948587801178514
3001009,0.19545550851440224
3001010,0.17836298360650293
3001011,0.17397059035242957
3001012,0.16747554043924714
3001013,0.16270351891812426
3001014,0.22426527424918108
3001015,0.2402304158245578
3001016,0.19617359804278336
3001017,0.1790708059496458
3001018,0.17467577426061787
3001019,0.16817682288285082
3001020,0.16340193489061366
3001021,0.22500066930749762
3001022,0.2402304158245578
3001023,0.19617359804278336
3001024,0.1790708059496458
3001025,0.17467577426061787
3001026,0.16817682288285082
3001027,0.16340193489061366
3001028,0.22500066930749762
3001029,0.2402304158245578
3001030,0.19617359804278336
3001031,0.1790708059496458
3001032,0.17467577426061787
3001033,0.16817682288285082
3001034,0.16340193489061366
3001035,0.22500066930749762
3001036,0.2402304158245578
3001037,0.20000098545631717
3001038,0.1790708059496458
3001039,0.17843437525360462
3001040,0.16817682288285082
3001041,0.16340193489061366
3001042,0.22500066930749762
3001043,0.2402304158245578
3001044,0.19617359804278336
3001045,2.0883153768224814
3001046,13.528455839168076
3001047,2.1413235737293137
3001048,2.118505249986676
3001049,14.543558831869092
3001050,2.3244444133623428
3001051,2.206349872318718
3001052,2.160505744565145
3001053,2.1487248380830017
3001054,2.1313043633672897
3001055,2.118505249986676
3001056,2.283620994520526
3001057,2.3244444133623428
3001058,2.206349872318718
3001059,2.160505744565145
3001060,13.868063179025228
3001061,3.199043318952897
3001062,4.8035922537758715
3001063,3.6136468756384557
3001064,5.552275670879478
3001065,4.530127466585265
3001066,7.486957795321481
3001067,3.422062564495901
3001068,3.725102352812231
3001069,7.835153635542913
3001070,7.995435816902186
3001071,9.556976070191265
3001072,5.911242537944869
3001073,6.171283339351434
3001074,3.878133847684845
3001075,3.3494737838640476
3001076,0.5323650440324617
3001077,0.8222982314137081
3001078,0.9549656741004272
3001079,0.7168285893392906
3001080,0.5041479645936175
3001081,0.4298468439883956
3001082,0.42734872902570675
3001083,0.34986955329379715
3001084,0.7163100281329442
3001085,0.8929809712149991
3001086,0.12061722174339241
3001087,0.45056791975980104
3001088,0.37335508878324164
3001089,1.6816156955278716
3001090,0.45661346815957055
3001091,0.9139092235766891
3001092,0.47244700489871155
3001093,0.2111894926787356
3001094,1.7124828517630495
3001095,0.3031608541004686
3001096,1.2348266499183895
3001097,1.1130251312378496
3001098,1.1173115306486094
3001099,0.8700817439291243
3001100,0.5297819609542006
3001101,0.41242196184739166
3001102,0.40715710476732986
3001103,0.3993719390176417
3001104,0.3936520478698276
3001105,0.46744185326013066
3001106,0.5861260611833674
3001107,2.9536464467079813
3001108,16.486720716276707
3001109,2.047334100898614
3001110,14.547252188650269
3001111,3.1712080526032222
3001112,3.76090476686614
3001113,3.82214846670406
3001114,3.2887060738269716
3001115,3.22738650578998
3001116,2.620205253261422
3001117,3.1883277174810094
3001118,3.0267406300856954
3001119,3.76090476686614
3001120,3.82214846670406
3001121,3.2887060738269716
3001122,2.4115760581150516
3001123,3.6494448950932457
3001124,3.63889739940902
3001125,4.647899953447592
3001126,8.62105864579238
3001127,7.284731525442232
3001128,5.718590059996021
3001129,6.489859051169103
3001130,6.106433820432468
3001131,6.516462107607503
3001132,2.8246237704137354
3001133,6.335079140132501
3001134,7.676408519266851
3001135,5.19060298909625
3001136,5.122837201706626
3001137,5.068564929420925
3001138,4.715370051017282
3001139,4.443794684434646
3001140,6.980331277914374
3001141,7.3713912895579226
3001142,4.849502447377381
3001143,5.041081219175421
3001144,5.854684616035899
3001145,5.394864016001791
3001146,6.058210841887572
3001147,7.219712075934448
3001148,7.129005141199754
3001149,5.427379527400272
3001150,4.87626351892116
3001151,3.756921767188909
3001152,3.2209174638239344
3001153,4.28923068422448
3001154,6.815658254630946
3001155,7.0042406337601735
3001156,5.500184395223053
3001157,5.353925956142098
3001158,4.983538550182455
3001159,5.5060442060554164
3001160,5.3674183325177784
3001161,8.568609616014557
3001162,8.098834274132413
3001163,4.80339538414459
3001164,3.838018545469699
3001165,4.2857598029022554
3001166,4.575791295365477
3001167,4.473316428180333
3001168,6.083512020782681
3001169,7.135491331790663
3001170,4.362737377567829
3001171,4.631311938248237
3001172,4.3652611326267525
3001173,4.089498099529782
3001174,5.098337042603671
3001175,7.946448317813753
3001176,8.04236222111835
3001177,5.685852678985768
3001178,6.068529952947768
3001179,5.203144515058341
3001180,5.501970362184835
3001181,3.7512210864291213
3001182,6.174606295980354
3001183,9.989867287923419
3001184,5.994783900340986
3001185,4.516793190295427
3001186,4.786446828640237
3001187,5.292466775306508
3001188,4.689380460105957
3001189,7.388806786793566
3001190,6.0943818435637604
3001191,4.323231063220449
3001192,4.266000827857818
3001193,4.01678368749321
3001194,3.514592155719964
3001195,4.118254708314275
3001196,5.430375083582446
3001197,6.15299820389803
3001198,3.893752500951426
3001199,5.241710026066666
3001200,4.59254356456843
3001201,5.381011406856438
3001202,4.995888480471687
3001203,7.400232773201369
3001204,10.28217234269403
3001205,7.117616279808381
3001206,6.754801310448506
3001207,7.966954303576155
3001208,9.049908165456955
3001209,8.819700186327271
3001210,13.067081915952404
3001211,13.908298076876068
3001212,11.68404028245869
3001213,16.434047396874185
3001214,14.686715810175503
3001215,11.86731519461069
3001216,12.401919533580593
3001217,15.332925442368628
3001218,15.305833736162073
3001219,10.483404437612435
3001220,10.09639712556794
3001221,9.871183913180282
3001222,8.261116117027663
3001223,11.209714492302723
3001224,12.557976014157173
3001225,7.987066029668793
3001226,10.12000992998609
3001227,7.917446935369508
3001228,0.6488441599202613
3001229,6.767686220051749
3001230,10.026540111484177
3001231,10.339505271459036
3001232,9.94455087627179
3001233,8.537119641047559
3001234,10.01756900935786
3001235,11.25028290187927
3001236,17.598893421759303
3001237,19.712227113778173
3001238,20.262125192711977
3001239,12.318071117305678
3001240,13.056063679997862
3001241,11.798375088730607
3001242,10.671361725773234
3001243,15.072795644858195
3001244,7.698700834312158
3001245,9.93160871851842
3001246,5.772440510036427
3001247,7.224981662451552
3001248,6.876507070150993
3001249,6.856093002833915
3001250,7.640955800324966
3001251,13.595519228863925
3001252,13.712459520021829
3001253,10.248855000058935
3001254,8.819033857172247
3001255,8.36072796814544
3001256,7.391128838511124
3001257,7.975932823770663
3001258,9.716149781956288
3001259,11.345963642607426
3001260,6.783465752585117
3001261,6.03470248676673
3001262,5.600342699631129
3001263,6.242183078437736
3001264,6.010978938065386
3001265,10.69633269148071
3001266,10.937191951922681
3001267,6.977126108097912
3001268,7.703984456341071
3001269,7.605469930360495
3001270,6.42066351146362
3001271,7.4317718411109395
3001272,11.624937427200667
3001273,11.889590141325058
3001274,8.07075785875086
3001275,7.725702024691768
3001276,7.24011532945722
3001277,7.530024726217983
3001278,7.800908162617164
3001279,10.687978608773562
3001280,10.531040575128554
3001281,7.2117622990566765
3001282,6.305278419795004
3001283,5.207403202904247
3001284,5.032930698387494
3001285,5.694706588893144
3001286,8.865519920753545
3001287,9.794297382343059
3001288,6.081501513955476
3001289,8.440799116181676
3001290,7.465561678601986
3001291,8.449083915091947
3001292,10.167657538901341
3001293,13.219759718679303
3001294,13.740516922521062
3001295,9.393719408396684
3001296,7.881078151682786
3001297,9.093902315855068
3001298,8.388609591539675
3001299,7.9353747966775625
3001300,11.897205427978266
3001301,12.029791387866641
3001302,9.772845921317948
3001303,7.350786084545554
3001304,8.721742294224798
3001305,7.7476799734108655
3001306,8.596115443579231
3001307,10.051364539434598
3001308,11.280610925664789
3001309,7.447324046265117
3001310,7.509273616029207
3001311,4.544092179555189
3001312,5.294681135227301
3001313,4.855294986512898
3001314,7.391462766660368
3001315,8.756898547232964
3001316,5.921550144485616
3001317,5.809390934316468
3001318,6.637348022476916
3001319,6.399396453828281
3001320,7.145523623945748
3001321,10.833026582516965
3001322,10.91748404210505
3001323,6.566920102905714
